"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","chr","start","end"
"3828","MSTRG.10229",6700.545006,0.216057629,0.063347487,0.000193,0.001058633,"8",4122787,4123180
"3854","MSTRG.10230",415.7405781,-0.018273001,0.12400061,0.841332908,0.90047351,"8",4159418,4159580
"3863","MSTRG.10231",189.997071,0.04668652,0.097692229,0.562397318,0.692731486,"8",4332090,4332349
"3893","MSTRG.10232",2127.874536,0.082683542,0.095620812,0.298581917,0.441475084,"8",4517018,4517261
"3906","MSTRG.10233",5785.064088,-0.153847982,0.050174583,0.001207252,0.004983362,"8",4608057,4608215
"3922","MSTRG.10236",14276.97284,0.495754403,0.208078848,0.000717,0.003222372,"8",4721594,4721721
"3943","MSTRG.10237",593.06814,-0.345206288,0.077849064,5.32e-07,7.84e-06,"8",5115080,5115448
"3945","MSTRG.10238",2234.713238,-0.194527716,0.057917366,0.000298,0.001535639,"8",5155218,5157199
"3954","MSTRG.10239",174.1354555,-0.142648249,0.091599508,0.064927088,0.134957688,"8",5159905,5171299
"3962","MSTRG.1024",7856.195204,0.303673519,0.074905362,4.84e-06,4.95e-05,"1",264917412,264917573
"4091","MSTRG.10240",24328.82385,-0.203343518,0.085911147,0.005819579,0.01871718,"8",5569295,5569331
"4117","MSTRG.10241",2485.575233,-0.061241731,0.053983203,0.228933468,0.363243213,"8",5628665,5630297
"4122","MSTRG.10242",7336.478361,0.097373996,0.064635956,0.100768757,0.191124228,"8",5646945,5647156
"4135","MSTRG.10243",319.4339252,0.309771485,0.112426938,0.000571,0.002663493,"8",6044992,6045309
"4137","MSTRG.10244",1024.316624,0.396622895,0.09972788,2.74e-06,3.09e-05,"8",6051110,6051284
"4142","MSTRG.10245",1044.257237,-0.082843667,0.053855444,0.102707094,0.194068006,"8",6051794,6051946
"4150","MSTRG.10246",6307.841609,-0.19599529,0.040208631,4.24e-07,6.39e-06,"8",6053055,6053222
"4161","MSTRG.10247",1117.18049,-0.083531847,0.061924186,0.144700909,0.255406874,"8",6165629,6165815
"4165","MSTRG.10248",415.2019507,0.062219811,0.187634953,0.559733299,0.690773102,"8",6305881,6306239
"4168","MSTRG.10249",1976.690572,0.107742364,0.201616228,0.337480565,0.483386416,"8",6356574,6368245
"4170","MSTRG.1025",14284.53431,0.517439564,0.140127737,7.12e-06,6.86e-05,"1",265111248,265111379
"4184","MSTRG.10250",11435.8443,0.222410173,0.068928686,0.000343,0.001729041,"8",6392159,6392394
"4235","MSTRG.10251",1098.821628,-0.063169703,0.053451983,0.210595821,0.341051532,"8",6487422,6487511
"4264","MSTRG.10252",15333.05036,0.339705502,0.107614113,0.00011,0.000662,"8",6576901,6584550
"4269","MSTRG.10253",4790.090654,0.188919764,0.077337067,0.005577263,0.01806795,"8",6722599,6722708
"4281","MSTRG.10254",36.49600917,-0.203168832,0.177343287,0.072122737,0.146320424,"8",7196380,7196714
"4283","MSTRG.10255",7288.044025,-0.024082587,0.042491234,0.556887523,0.688394609,"8",6793520,6793681
"4463","MSTRG.10256",668.6661679,0.026344902,0.046795193,0.556484379,0.688083968,"8",6984830,6985121
"4483","MSTRG.10257",19650.6768,-0.161569844,0.057841659,0.002684185,0.009704593,"8",7674596,7674752
"4504","MSTRG.10258",2574.892686,0.254874856,0.060223574,4.27e-06,4.47e-05,"8",7880863,7881255
"4527","MSTRG.10259",4656.174653,0.034849112,0.038249166,0.348233897,0.493948354,"8",8380215,8380401
"4550","MSTRG.1026",114858.132,0.133812484,0.070501795,0.035314168,0.082682568,"1",265170573,265170818
"4559","MSTRG.10260",2353.308415,0.083856992,0.039968615,0.03019695,0.072746257,"8",8402956,8403121
"4568","MSTRG.10261",890.1280362,-0.183144916,0.042533519,7.32e-06,7.02e-05,"8",8589256,8589533
"4585","MSTRG.10262",4877.728319,0.060151601,0.098839523,0.458790999,0.601176991,"8",8613612,8613769
"4621","MSTRG.10263",6277.753429,0.327164603,0.090287679,2.17e-05,0.00017,"8",8620521,8632290
"4626","MSTRG.10264",17757.09742,-0.197150082,0.078884959,0.004374546,0.01469577,"8",8659642,8659721
"4632","MSTRG.10265",7049.45324,0.08303055,0.041524675,0.0383568,0.088289282,"8",8867090,8867455
"4639","MSTRG.10266",3263.763911,-0.064830548,0.047010239,0.149320247,0.26163589,"8",8873443,8882359
"4650","MSTRG.10267",64.72148766,0.050273557,0.144942242,0.605605903,0.72848509,"8",8898115,8898294
"4654","MSTRG.10268",71.63730593,0.236920409,0.169420256,0.034923553,0.081970931,"8",8901617,8909118
"4657","MSTRG.10269",137.427436,0.389074267,0.144408816,0.000374,0.001862719,"8",8943413,8943578
"4660","MSTRG.1027",1563.139638,-0.09753749,0.060974883,0.084275788,0.165691858,"1",265176169,265177036
"4671","MSTRG.10270",33.9748103,0.659020014,0.254471043,0.000351,0.001767966,"8",8947272,8948063
"4673","MSTRG.10271",58.95277419,0.016302612,0.109746335,0.849832054,0.905864567,"8",9000227,9000964
"4675","MSTRG.10272",36.6750131,-0.131733282,0.130167008,0.165694225,0.283769992,"8",9026452,9026638
"4678","MSTRG.10273",3918.424908,-0.035884187,0.042890514,0.38545466,0.531636494,"8",9046409,9046567
"4689","MSTRG.10274",3271.41725,0.080519314,0.109368127,0.350322362,0.49606216,"8",9090987,9092576
"4691","MSTRG.10275",1946.34241,-0.115698881,0.058007914,0.03244662,0.07711408,"8",9183666,9183851
"4709","MSTRG.10276",30.95737611,-0.135917405,0.149627642,0.180475835,0.303270326,"8",9269609,9269745
"4716","MSTRG.10277",7851.891028,0.046904015,0.040156144,0.227701596,0.361793286,"8",9332406,9332477
"4749","MSTRG.10278",1861.475452,0.012957645,0.048465476,0.779368986,0.860152015,"8",9385169,9385297
"4760","MSTRG.10279",1825.362379,-0.100318381,0.049187608,0.032054841,0.076420017,"8",9386072,9388837
"4766","MSTRG.1028",6021.956262,0.004014903,0.045925594,0.927365143,0.955615544,"1",265213248,265219127
"4775","MSTRG.10280",3794.233375,-0.267075812,0.102639661,0.001449963,0.00580346,"8",9430683,9430790
"4798","MSTRG.10281",630.0030589,-0.450094347,0.095129162,6.52e-08,1.3e-06,"8",9540532,9540567
"4804","MSTRG.10282",1289.826454,-0.081235053,0.048635716,0.079663872,0.158578151,"8",9611963,9612176
"4809","MSTRG.10283",1738.563642,-0.25411241,0.084695266,0.000494,0.002357314,"8",9625052,9625156
"4813","MSTRG.10284",21497.08386,-0.530851769,0.150072688,1.33e-05,0.000114,"8",9645531,9645773
"4822","MSTRG.10285",1.722211297,0.017109342,0.381024307,0.895764788,0.935383923,"8",9653269,9653586
"4824","MSTRG.10286",4669.733997,-0.460058962,0.146490557,6.09e-05,0.000402,"8",9692832,9692977
"4836","MSTRG.10287",1920.998613,-0.159693815,0.049704375,7e-04,0.003159525,"8",9736425,9736647
"4844","MSTRG.10288",314.922757,-0.064665618,0.086319656,0.383824156,0.53021091,"8",9772710,9773036
"4846","MSTRG.10289",8733.252528,0.028916638,0.062086979,0.614875247,0.736157553,"8",9853810,9854024
"4869","MSTRG.1029",382.2081226,0.194988975,0.122232479,0.035971617,0.083928553,"1",265281810,265282372
"4876","MSTRG.10290",6210.10892,-0.180547335,0.044018995,1.85e-05,0.000149,"8",9942458,9942675
"4898","MSTRG.10291",219.7645689,0.278102211,0.149542315,0.009159035,0.027209714,"8",10099782,10100699
"4902","MSTRG.10292",15948.3168,0.138106645,0.043570856,0.000965,0.004130576,"8",10115933,10118792
"4907","MSTRG.10293",15328.53276,-0.092591222,0.059474685,0.094191774,0.18115016,"8",10120326,10120481
"4917","MSTRG.10294",10077.86196,0.000365,0.047792535,0.993628438,0.996541577,"8",10130973,10131289
"4923","MSTRG.10295",189.3471699,0.321804677,0.169940737,0.005970652,0.019105765,"8",10551605,10552172
"4929","MSTRG.10296",15.96657756,0.097017163,0.217085653,0.397578383,0.543421341,"8",10583165,10583356
"4940","MSTRG.10297",1165.084544,0.093569457,0.032942125,0.003679604,0.012700731,"8",10637367,10637624
"4948","MSTRG.10298",180.096343,0.047285249,0.073157445,0.471542316,0.612841108,"8",10654430,10654641
"4951","MSTRG.10299",1794.05931,-0.113848686,0.058031813,0.035401878,0.082851731,"8",10668771,10669127
"4977","MSTRG.103",16982.69217,0.033226357,0.055318042,0.523119207,0.658991664,"1",33054375,33054481
"5112","MSTRG.1030",41.88861428,0.214404257,0.143760184,0.035944636,0.083889949,"1",265395998,265396308
"5115","MSTRG.10300",2840.730747,0.014900744,0.062059083,0.795383563,0.871168542,"8",10669609,10669804
"5118","MSTRG.10301",2770.011117,-0.031796141,0.036339765,0.36906191,0.515406196,"8",10700613,10701155
"5125","MSTRG.10302",2796.483393,-0.126539044,0.054215292,0.013050222,0.036402058,"8",10676352,10683488
"5154","MSTRG.10304",15404.74235,0.125754964,0.040147888,0.001192641,0.004935724,"8",10686502,10695500
"5192","MSTRG.10305",2186.036281,0.543197891,0.364138674,0.007693804,0.023537157,"8",10709998,10710186
"5205","MSTRG.10306",629.1778996,0.189442235,0.096443958,0.017940233,0.047417897,"8",10901507,10902225
"5208","MSTRG.10307",4088.444578,0.083848447,0.046901261,0.061520322,0.129263425,"8",10879456,10888425
"5220","MSTRG.10308",4949.000361,0.113622182,0.03632879,0.001304534,0.005307263,"8",10893925,10894440
"5242","MSTRG.10309",76.85387326,0.103938411,0.134025152,0.277477918,0.418586036,"8",10888799,10891170
"5247","MSTRG.1031",1102.508513,0.210775459,0.09835518,0.009394386,0.027729565,"1",265562999,265563070
"5273","MSTRG.10310",60.07468155,0.015736298,0.111558043,0.856202205,0.909969531,"8",10895491,10895595
"5280","MSTRG.10311",708.1621046,0.065590597,0.05397923,0.197479539,0.32491568,"8",10902825,10902905
"5290","MSTRG.10312",29897.00895,0.232282173,0.06000964,2.68e-05,0.000201,"8",10924338,10924539
"5296","MSTRG.10313",9454.880384,0.082702516,0.045526384,0.058104861,0.123540063,"8",10946150,10956543
"5328","MSTRG.10314",9948.303129,-0.0123162,0.103486669,0.882556675,0.92646554,"8",10999639,10999808
"5336","MSTRG.10315",3255.035034,-0.120319963,0.034038582,0.000292,0.001512935,"8",11243011,11243129
"5344","MSTRG.10316",340.4350305,-0.008834789,0.120254407,0.921823957,0.951655681,"8",11246103,11246530
"5347","MSTRG.10317",202.5885701,-0.063897302,0.121664412,0.482063772,0.622239991,"8",11246562,11309894
"5350","MSTRG.10318",15938.35537,0.145627668,0.102724855,0.080616502,0.1600583,"8",11522145,11522244
"5440","MSTRG.10319",765.9918062,-1.013874344,0.244383876,2.73e-06,3.09e-05,"8",12299468,12299869
"5443","MSTRG.1032",491.279566,-0.038396663,0.057955315,0.478544766,0.619190372,"1",265673131,265687826
"5449","MSTRG.10320",70.82576368,-0.719022097,0.297660005,0.000569,0.002654763,"8",12374838,12375071
"5452","MSTRG.10321",138.1800858,-0.801244585,0.277063523,0.000152,0.000864,"8",12395060,12395412
"5454","MSTRG.10322",4137.450895,0.086492023,0.084200193,0.23563019,0.37145428,"8",14154893,14155953
"5459","MSTRG.10323",695.8502273,0.274125443,0.161521544,0.013781415,0.038091385,"8",14156399,14156767
"5461","MSTRG.10324",1822.874231,0.030883154,0.043098879,0.457145214,0.600147547,"8",14164152,14164286
"5479","MSTRG.10325",4095.35928,0.225329735,0.083865797,0.001855749,0.007137976,"8",14410980,14411137
"5493","MSTRG.10326",3811.923522,0.044624206,0.030585321,0.137157361,0.244670592,"8",14421420,14422068
"5504","MSTRG.10327",4346.436734,0.006132627,0.03274198,0.84828013,0.905079828,"8",14437363,14438518
"5513","MSTRG.10328",3532.975127,-0.08679274,0.071763749,0.179230636,0.301682388,"8",14563848,14563956
"5532","MSTRG.10329",6106.817124,0.151758662,0.075295679,0.023297517,0.058844958,"8",14583815,14584558
"5544","MSTRG.1033",500.2594129,-0.13965785,0.068303152,0.024179532,0.060658218,"1",265691483,265691812
"5546","MSTRG.10330",1112.281146,-0.096599265,0.085482635,0.189986193,0.315199464,"8",14726041,14726182
"5552","MSTRG.10331",2710.383428,-0.413682652,0.113582222,1.02e-05,9.19e-05,"8",16431093,16448605
"5567","MSTRG.10332",25117.13554,0.004153113,0.079547264,0.95271426,0.971771588,"8",16485617,16485851
"5615","MSTRG.10333",4529.525958,0.19425961,0.06532557,0.001101344,0.004620932,"8",17198310,17223407
"5621","MSTRG.10334",7749.748411,0.047565955,0.033845006,0.150457878,0.263249701,"8",17219055,17219269
"5628","MSTRG.10335",6002.836016,0.048579808,0.040773394,0.218043647,0.350220356,"8",17223671,17254997
"5650","MSTRG.10336",3164.691949,0.123424667,0.067358318,0.04409579,0.098728884,"8",17256192,17256830
"5668","MSTRG.10337",3837.891831,0.066441967,0.059647675,0.231310096,0.366079705,"8",17338620,17338814
"5671","MSTRG.10338",2558.5318,0.1290749,0.048625517,0.005268754,0.017177969,"8",17312891,17313039
"5709","MSTRG.10339",1733.208456,0.234057465,0.059745698,2.16e-05,0.00017,"8",17350877,17351115
"5717","MSTRG.1034",6287.754814,-0.252791273,0.133812222,0.010832908,0.03123592,"1",265717937,265718012
"5725","MSTRG.10340",2080.345228,0.023862003,0.042351764,0.559309341,0.69050612,"8",17366551,17366658
"5731","MSTRG.10341",1664.20192,-0.006631943,0.053333911,0.895305129,0.935207632,"8",17373555,17373731
"5736","MSTRG.10342",2627.002892,-0.419940101,0.167351726,0.000589,0.002728134,"8",17390143,17390263
"5759","MSTRG.10343",8484.576798,-0.16698847,0.043972384,7.42e-05,0.000473,"8",17432549,17437045
"5770","MSTRG.10344",793.2207541,0.008779045,0.061763085,0.878082458,0.923940429,"8",17437406,17438152
"5774","MSTRG.10345",67.60344226,-0.022645082,0.159647097,0.820746179,0.88754083,"8",18150397,18150588
"5783","MSTRG.10346",7777.5316,0.174694578,0.063304492,0.002624213,0.009519879,"8",20296788,20296967
"5798","MSTRG.10347",2584.89462,0.083838926,0.050135208,0.078382075,0.156588842,"8",20320559,20328612
"5803","MSTRG.10348",3097.819514,0.012447841,0.056791483,0.815178557,0.88422484,"8",20329085,20337972
"5808","MSTRG.10349",6916.151334,1.869254283,0.48407035,1.9e-06,2.31e-05,"8",20345750,20379038
"5815","MSTRG.1035",778.3964596,-0.902830803,0.187779576,1.58e-07,2.73e-06,"1",265949993,265950227
"5819","MSTRG.10350",98.97834714,-0.01089085,0.519846618,0.927045195,0.955530001,"8",21117482,21117657
"5829","MSTRG.10351",2737.323857,-0.740619671,0.170575843,9.01e-07,1.23e-05,"8",21306129,21306232
"5841","MSTRG.10352",700.5220931,-0.240074796,0.168074316,0.03211352,0.076458102,"8",21336854,21337071
"5853","MSTRG.10353",348.4919922,-1.250829117,0.297598074,1.92e-06,2.33e-05,"8",21388772,21388888
"5865","MSTRG.10354",1699.662695,-0.643823064,0.294611105,0.001100943,0.004620454,"8",21484129,21484261
"5904","MSTRG.10355",1646.228521,-0.078858444,0.078331001,0.254221493,0.39332332,"8",21495876,21495987
"5913","MSTRG.10356",3002.058144,-0.001879078,0.027831365,0.945342409,0.966932709,"8",21517840,21518047
"5933","MSTRG.10357",3008.929394,-0.162304715,0.067443226,0.008035435,0.024403802,"8",21539526,21539637
"5953","MSTRG.10358",402.6216098,0.124758802,0.077407412,0.068281457,0.140339951,"8",21623262,21623700
"5956","MSTRG.10359",66.94682318,0.011891739,0.139846648,0.90100118,0.938596409,"8",21580010,21580166
"5965","MSTRG.1036",1971.752687,0.148361303,0.06867082,0.017053674,0.045425607,"1",266518188,266518318
"6008","MSTRG.10360",2102.294109,0.164753991,0.088463177,0.028858568,0.070035932,"8",21594808,21594967
"6054","MSTRG.10361",1232.206628,0.283436425,0.106777777,0.001031917,0.004370696,"8",21599526,21599883
"6058","MSTRG.10362",3028.148823,-0.244804418,0.075730309,0.000254,0.001336833,"8",21925759,21925985
"6076","MSTRG.10363",5334.187682,0.049118128,0.056992154,0.357598116,0.504229633,"8",21994049,22024466
"6087","MSTRG.10364",450.395428,-0.326076612,0.113028911,0.00032,0.001632209,"8",22137823,22138128
"6089","MSTRG.10365",4790.536574,-0.219640934,0.131213139,0.023994998,0.060251692,"8",22134794,22134903
"6237","MSTRG.10366",727.4520679,-0.440725769,0.12126313,9.55e-06,8.66e-05,"8",22141096,22141446
"6239","MSTRG.10367",9932.874227,-0.045961799,0.077238494,0.502133598,0.640891005,"8",22222526,22222780
"6334","MSTRG.10368",1003.986168,-0.331172078,0.107842787,0.000162,0.000914,"8",22313142,22320496
"6340","MSTRG.10369",2243.380687,0.17697687,0.053129706,0.000394,0.001943873,"8",22344624,22344788
"6354","MSTRG.1037",141.8825991,-1.814227041,0.186498102,5.7e-24,2.86e-21,"1",266652595,266652734
"6376","MSTRG.10370",1429.106312,-0.387276685,0.182965658,0.002216814,0.008277274,"8",22450772,22479504
"6384","MSTRG.10371",1562.209104,0.000742,0.046959694,0.986832435,0.992405861,"8",22642854,22643014
"6391","MSTRG.10372",1744.990578,-0.907806625,0.219195275,2.67e-06,3.04e-05,"8",22645056,22647227
"6393","MSTRG.10373",357.52428,-0.107528072,0.061043582,0.05714031,0.121843753,"8",22656601,22656739
"6400","MSTRG.10374",196.8021917,-0.169260337,0.08823443,0.024474372,0.061235442,"8",22657984,22658301
"6402","MSTRG.10375",488.4552534,-1.256192326,0.211340438,3.22e-10,1.27e-08,"8",22803719,22809084
"6404","MSTRG.10376",16883.89541,-0.153229503,0.057226506,0.004081743,0.013879811,"8",22834126,22834210
"6450","MSTRG.10377",2031.368792,-0.0325208,0.03153531,0.292886785,0.435537711,"8",22949697,22953402
"6457","MSTRG.10378",6843.136488,-0.153402275,0.066513886,0.011327172,0.032388098,"8",22897035,22897466
"6555","MSTRG.10379",1333.567539,0.001298174,0.079607604,0.985220022,0.991454353,"8",22961524,22961620
"6566","MSTRG.1038",2233.956714,0.134482792,0.071912527,0.037322908,0.086466529,"1",266684143,266684378
"6596","MSTRG.10380",2438.53643,-0.036570476,0.078744295,0.59873005,0.722918425,"8",22992732,22996131
"6613","MSTRG.10381",3577.428586,-0.049768724,0.037806113,0.17554714,0.296762561,"8",23013545,23013751
"6646","MSTRG.10382",1035.296551,0.029098617,0.060156002,0.603025222,0.726576702,"8",23028000,23028036
"6653","MSTRG.10383",8829.803573,-0.089188345,0.061201346,0.115685424,0.213301634,"8",23032071,23032214
"6662","MSTRG.10384",153.3481244,-0.057644961,0.121109224,0.524750779,0.66063292,"8",23036237,23036592
"6669","MSTRG.10385",214.4035895,0.380847056,0.215459833,0.005942668,0.019044493,"8",23170039,23170065
"6676","MSTRG.10386",197.6945987,-1.393361826,0.306433629,3.65e-07,5.65e-06,"8",23712118,23717243
"6679","MSTRG.10387",732.8642355,1.029364501,0.380170501,0.000231,0.001232023,"8",25670724,25670871
"6686","MSTRG.10388",627.8339796,0.268433269,0.107789867,0.001970092,0.0075024,"8",25913002,25913214
"6701","MSTRG.10389",1.787012271,-0.188036719,0.547519084,0.226935959,0.360790701,"8",26279318,26325880
"6712","MSTRG.1039",3701.098994,0.101050464,0.073757809,0.125710364,0.22817467,"1",266837467,266837653
"6733","MSTRG.10390",4010.160489,-0.04730868,0.059330508,0.392103777,0.538042548,"8",26369042,26369171
"6750","MSTRG.10391",1098.132907,-0.39169061,0.123914431,7.34e-05,0.000469,"8",26377856,26378060
"6758","MSTRG.10392",63.84138143,-0.628350592,0.357084932,0.003412143,0.011900311,"8",26511211,26511473
"6763","MSTRG.10393",353.5454714,-0.421848473,0.424363667,0.033251766,0.078655569,"8",26680981,26685941
"6766","MSTRG.10394",1640.100394,-0.038749671,0.094284314,0.622905817,0.74240769,"8",26710695,26710816
"6785","MSTRG.10395",77528.01945,-0.479819255,0.169689038,0.000176,0.00098,"8",27225643,27226005
"6790","MSTRG.10396",121.4976454,-0.339323018,0.333249455,0.04213876,0.095155475,"8",27250839,27251159
"6792","MSTRG.10397",8799.102418,-0.028937286,0.040879749,0.464303512,0.605821117,"8",30432935,30434665
"6796","MSTRG.10398",1010.506482,0.223985706,0.075688137,0.000817,0.003601699,"8",30851029,30852456
"6798","MSTRG.10399",13167.88953,-0.048690032,0.042498295,0.234887749,0.370698655,"8",30566700,30566847
"6850","MSTRG.104",1.848509724,-0.023498548,0.350305543,0.856463092,0.910126477,"1",32885818,32886234
"6852","MSTRG.1040",1135.667918,0.510343401,0.126817588,1.78e-06,2.19e-05,"1",266889233,266889413
